DESARROLLADORA,PROYECTO,N INMUEBLE,MODELO,AREA TOTAL,QUE FALTA
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1904,X04-13AL22,50.45,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1804,X04-13AL22,50.45,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1903,X03,69.61,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1901,X01,40.06,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1805,X05-13AL22,40.05,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1803,X03,69.61,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1802,X02,53.5,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1801,X01,40.06,entrega; banco
GRUPO T&C,MURAL,206,"TIPO 8A (206, 308 AL 808)",2026-06-22 00:00:00,area
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1706,X06-13AL22,58.68,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1705,X05-13AL22,40.05,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1704,X04-13AL22,50.45,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1702,X02,53.5,entrega; banco
GRUPO T&C,MURAL,405,TIPO 5 (305 AL 805),2026-06-24 00:00:00,area
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1703,X03,69.61,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1701,X01,40.06,entrega; banco
GRUPO T&C,MURAL,508,"TIPO 8A (206, 308 AL 808)",2026-06-22 00:00:00,area
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1506,X06-13AL22,58.68,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1605,X05-13AL22,40.05,entrega; banco
GRUPO T&C,MURAL,607,"TIPO 7A (205, 307 AL 807)",2026-06-22 00:00:00,area
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1602,X02,53.5,entrega; banco
GRUPO T&C,MURAL,612,"TIPO 12A (210, 312 AL 712)",2026-09-21 00:00:00,area
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1601,X01,40.06,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1504,X04-13AL22,50.45,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1502,X02,53.5,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1406,X06-13AL22,58.68,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1501,X01,40.06,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1503,X03,69.61,entrega; banco
GRUPO T&C,MURAL,1504,TIPO 4A (904 AL 2304_IMPARES),2026-09-23 00:00:00,area
GRUPO T&C,MURAL,1601,TIPO 1B (1001 AL 2201_PARES),2026-04-23 00:00:00,area
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,504,X04-2AL12,50.45,entrega; banco
GRUPO T&C,MURAL,2304,TIPO 4A (904 AL 2304_IMPARES),2026-09-23 00:00:00,area
GRUPO T&C,MURAL,2104,TIPO 4A (904 AL 2304_IMPARES),2026-09-23 00:00:00,area
GRUPO T&C,MURAL,2001,TIPO 1B (1001 AL 2201_PARES),2026-04-23 00:00:00,area
GRUPO T&C,MURAL,1801,TIPO 1B (1001 AL 2201_PARES),2026-04-23 00:00:00,area
GRUPO T&C,MURAL,1401,TIPO 1B (1001 AL 2201_PARES),2026-04-23 00:00:00,area
GRUPO T&C,MURAL,1304,TIPO 4A (904 AL 2304_IMPARES),2026-09-23 00:00:00,area
GRUPO T&C,MURAL,1201,TIPO 1B (1001 AL 2201_PARES),2026-04-23 00:00:00,area
GRUPO T&C,MURAL,1104,TIPO 4A (904 AL 2304_IMPARES),2026-09-23 00:00:00,area
GRUPO T&C,MURAL,904,TIPO 4A (904 AL 2304_IMPARES),2026-09-23 00:00:00,area
GRUPO T&C,MURAL,608,"TIPO 8A (206, 308 AL 808)",2026-06-22 00:00:00,area
GRUPO T&C,MURAL,507,"TIPO 7A (205, 307 AL 807)",2026-06-22 00:00:00,area
GRUPO T&C,MURAL,502,TIPO 2 (302 AL 802),2026-08-22 00:00:00,area
GRUPO T&C,MURAL,412,"TIPO 12A (210, 312 AL 712)",2026-09-21 00:00:00,area
GRUPO T&C,MURAL,407,"TIPO 7A (205, 307 AL 807)",2026-06-22 00:00:00,area
GRUPO T&C,MURAL,403,TIPO 3 (303 AL 803),2026-03-23 00:00:00,area
GRUPO T&C,MURAL,402,TIPO 2 (302 AL 802),2026-08-22 00:00:00,area
GRUPO T&C,MURAL,312,"TIPO 12A (210, 312 AL 712)",2026-09-21 00:00:00,area
GRUPO T&C,MURAL,308,"TIPO 8A (206, 308 AL 808)",2026-06-22 00:00:00,area
GRUPO T&C,MURAL,307,"TIPO 7A (205, 307 AL 807)",2026-06-22 00:00:00,area
GRUPO T&C,MURAL,305,TIPO 5 (305 AL 805),2026-06-24 00:00:00,area
GRUPO T&C,MURAL,303,TIPO 3 (303 AL 803),2026-03-23 00:00:00,area
GRUPO T&C,MURAL,210,"TIPO 12A (210, 312 AL 712)",2026-09-21 00:00:00,area
GRUPO T&C,MURAL,205,"TIPO 7A (205, 307 AL 807)",2026-06-22 00:00:00,area
GRUPO T&C,MURAL,203,TIPO 5C (203),2026-05-22 00:00:00,area
GRUPO T&C,MURAL,104,TIPO 12B (104),2026-05-28 00:00:00,area
GRUPO T&C,MURAL,103,TIPO 11B (103),2026-01-28 00:00:00,area
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1105,X05-2AL12,40.05,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1106,X06-2AL12,58.68,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,102,X105,68.74,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,103,X106,73.39,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,201,X01,40.06,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,202,X02,53.5,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,203,X03,69.61,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,204,X04-2AL12,50.45,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,206,X06-2AL12,58.68,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,301,X01,40.06,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,205,X05-2AL12,40.05,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,302,X02,53.5,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,303,X03,69.61,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,304,X04-2AL12,50.45,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1404,X04-13AL22,50.45,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1405,X05-13AL22,40.05,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1403,X03,69.61,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,306,X06-2AL12,58.68,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,305,X05-2AL12,40.05,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,402,X02,53.5,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,401,X01,40.06,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1302,X02,53.5,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,403,X03,69.61,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1305,X05-13AL22,40.05,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,405,X05-2AL12,40.05,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,404,X04-2AL12,50.45,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,406,X06-2AL12,58.68,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1203,X03,69.61,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1301,X01,40.06,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,501,X01,40.06,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1205,X05-2AL12,40.05,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,503,X03,69.61,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,502,X02,53.5,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,505,X05-2AL12,40.05,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,601,X01,40.06,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,506,X06-2AL12,58.68,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,602,X02,53.5,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1004,X04-2AL12,50.45,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1102,X02,53.5,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,603,X03,69.61,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,605,X05-2AL12,40.05,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,604,X04-2AL12,50.45,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1002,X02,53.5,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,805,X05-2AL12,40.05,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,606,X06-2AL12,58.68,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,701,X01,40.06,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1001,X01,40.06,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,702,X02,53.5,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,703,X03,69.61,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,903,X03,69.61,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,704,X04-2AL12,50.45,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,705,X05-2AL12,40.05,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,801,X01,40.06,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,802,X02,53.5,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,706,X06-2AL12,58.68,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,804,X04-2AL12,50.45,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,803,X03,69.61,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,902,X02,53.5,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,901,X01,40.06,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,806,X06-2AL12,58.68,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,905,X05-2AL12,40.05,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1006,X06-2AL12,58.68,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,904,X04-2AL12,50.45,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,906,X06-2AL12,58.68,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1003,X03,69.61,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1005,X05-2AL12,40.05,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1201,X01,40.06,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1101,X01,40.06,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1104,X04-2AL12,50.45,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1103,X03,69.61,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1204,X04-2AL12,50.45,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1206,X06-2AL12,58.68,entrega; banco
GRATTO INMOBILIARIA,CÉSAR VALLEJO 1176,1303,X03,69.61,entrega; banco
URBANA,TEMPO,311,,74.51,vista
URBANA,TEMPO,2511,,74.51,vista
URBANA,TEMPO,2510,,59.85,vista
URBANA,TEMPO,2411,,74.51,vista
URBANA,TEMPO,2410,,59.04,vista
URBANA,TEMPO,2408,,59.8,vista
URBANA,TEMPO,2311,,74.51,vista
URBANA,TEMPO,2310,,59.85,vista
URBANA,TEMPO,2211,,74.51,vista
URBANA,TEMPO,2210,,59.04,vista
GRUPO SANTA MARÍA,STANDARD,1909,TIPO 2109,82.07,vista
GRUPO SANTA MARÍA,STANDARD,2109,TIPO 2109,60.1,vista
URBANA,TEMPO,2111,,74.51,vista
URBANA,TEMPO,2110,,59.85,vista
URBANA,TEMPO,2011,,74.51,vista
URBANA,TEMPO,2008,,59.8,vista
GRUPO SANTA MARÍA,STANDARD,208,TIPO 208,51.24,vista
URBANA,TEMPO,1910,,59.85,vista
URBANA,TEMPO,1711,,74.51,vista
URBANA,TEMPO,1710,,59.85,vista
URBANA,TEMPO,1908,,59,vista
GRUPO LAR,ELANT 2,104,B-104-2,88.45,dormitorios; vista
URBANA,TEMPO,1611,,74.51,vista
GRUPO SANTA MARÍA,STANDARD,203,TIPO 203,40.64,vista
URBANA,TEMPO,1607,,74.51,vista
URBANA,TEMPO,1511,,74.51,vista
URBANA,TEMPO,1510,,59.85,vista
URBANA,TEMPO,1507,,74.51,vista
V&V,VILLARÁN 2,102,PENDIENTE,70.3,dormitorios
V&V,VILLARÁN 2,216,PENDIENTE,55.1,dormitorios
V&V,VILLARÁN 2,416,PENDIENTE,55.1,dormitorios
URBANA,TEMPO,1311,,74.51,vista
V&V,VILLARÁN 1,X,T1-SÓTANO 1,71.3,vista
URBANA,TEMPO,1807,,74.51,vista
INVENT,CUBA 1142,2202,X02,134.93,dormitorios; vista
ALBAMAR,ALMA,1403,C,53.79,dormitorios
ALBAMAR,ALMA,1503,C,53.79,dormitorios
ALBAMAR,ALMA,1405,E,54.52,dormitorios
ALBAMAR,ALMA,1305,E,54.52,dormitorios
ALBAMAR,ALMA,1303,C,53.79,dormitorios
ALBAMAR,ALMA,1005,E,54.52,dormitorios
ALBAMAR,ALMA,905,E,54.52,dormitorios
ALBAMAR,ALMA,803,C,53.79,dormitorios
ALBAMAR,ALMA,705,E,54.52,dormitorios
ALBAMAR,ALMA,703,C,53.79,dormitorios
ALBAMAR,ALMA,605,E,54.52,dormitorios
ALBAMAR,ALMA,603,C,53.79,dormitorios
ALBAMAR,ALMA,505,E,54.52,dormitorios
ALBAMAR,ALMA,503,C,53.79,dormitorios
ALBAMAR,ALMA,405,E,54.52,dormitorios
ALBAMAR,ALMA,403,C,53.79,dormitorios
ALBAMAR,ALMA,305,E,54.52,dormitorios
ALBAMAR,ALMA,303,C,53.79,dormitorios
ALBAMAR,ALMA,205,E,54.52,dormitorios
ALBAMAR,ALMA,203,C,53.79,dormitorios
INVENT,JOSE OLAYA 225 A,1205,X05,56.34,vista
INVENT,JOSE OLAYA 225 A,1105,X05,56.34,vista
2K,MAR DE GRAU,603,X03,38.8,dormitorios
INARCO,VILLA CAMPIÑA,310,TIPO X10,65.06,entrega
GDC,CASA DE OSMA,1106,B X06 (2),40.65,vista
GDC,CASA DE OSMA,1006,B X06 (2),40.65,vista
GDC,CASA DE OSMA,802,B X02 (2),40.46,vista
GDC,CASA DE OSMA,1203,B X03(2),40.46,vista
GDC,CASA DE OSMA,1114,B X14,42.82,vista
GDC,CASA DE OSMA,913,B X13 (2),42.41,vista
GDC,CASA DE OSMA,1104,A X04 (3),70.47,vista
GDC,CASA DE OSMA,1005,A X05 (3),74.47,vista
GDC,CASA DE OSMA,602,A X02,55,vista
GDC,CASA DE OSMA,805,A X05 (4),76.88,vista
IFI,MYKONOS,1,TIPO 2A,106,dormitorios
GDC,CASA DE OSMA,906,A X06 (1),62.21,vista
GDC,CASA DE OSMA,305,A X05 (2),74.47,vista
GDC,CASA DE OSMA,304,A X04 (3),70.47,vista
GDC,CASA DE OSMA,706,A X06 (2),59.13,vista
GDC,CASA DE OSMA,1006,A X06 (2),59.13,vista
GDC,CASA DE OSMA,606,A X06 (2),59.13,vista
GDC,CASA DE OSMA,306,A X06 (2),59.13,vista
GDC,CASA DE OSMA,605,A X05 (3),74.47,vista
GDC,CASA DE OSMA,903,A X03,55.57,vista
GDC,CASA DE OSMA,705,A X05 (3),74.47,vista
GDC,CASA DE OSMA,804,A X04 (3),70.47,vista
ALBAMAR,FLEX,2206,M,66.82,dormitorios
ALBAMAR,FLEX,2205,K,60.21,dormitorios
ALBAMAR,FLEX,2203,G,60.11,dormitorios
ALBAMAR,FLEX,2202,C,65.61,dormitorios
ALBAMAR,FLEX,2201,A,55.01,dormitorios
ALBAMAR,FLEX,2111,T,63.98,dormitorios
ALBAMAR,FLEX,2110,S,66.57,dormitorios
ALBAMAR,FLEX,2108,Q,54.02,dormitorios
ALBAMAR,FLEX,2107,O,50.11,dormitorios
ALBAMAR,FLEX,2106,M,66.82,dormitorios
ALBAMAR,FLEX,2105,K,60.21,dormitorios
ALBAMAR,FLEX,2104,I,59.55,dormitorios
ALBAMAR,FLEX,2103,G,60.11,dormitorios
ALBAMAR,FLEX,2102,C,65.61,dormitorios
ALBAMAR,FLEX,2101,A,55.09,dormitorios
ALBAMAR,FLEX,2011,T,63.98,dormitorios
ALBAMAR,FLEX,2010,S,66.57,dormitorios
ALBAMAR,FLEX,2008,Q,54.02,dormitorios
ALBAMAR,FLEX,2007,O,50.11,dormitorios
ALBAMAR,FLEX,2006,M,66.82,dormitorios
ALBAMAR,FLEX,2004,I,59.55,dormitorios
ALBAMAR,FLEX,2003,G,60.11,dormitorios
ALBAMAR,FLEX,2002,C,65.61,dormitorios
ALBAMAR,FLEX,1911,T,63.98,dormitorios
ALBAMAR,FLEX,1910,S,66.57,dormitorios
ALBAMAR,FLEX,1908,Q,54.02,dormitorios
ALBAMAR,FLEX,1907,O,50.11,dormitorios
ALBAMAR,FLEX,1906,M,66.82,dormitorios
ALBAMAR,FLEX,1905,K,60.21,dormitorios
ALBAMAR,FLEX,1904,I,59.55,dormitorios
ALBAMAR,FLEX,1903,G,60.11,dormitorios
ALBAMAR,FLEX,1902,C,65.61,dormitorios
ALBAMAR,FLEX,1811,T,63.98,dormitorios
ALBAMAR,FLEX,1810,S,66.57,dormitorios
ALBAMAR,FLEX,1808,Q,54.02,dormitorios
ALBAMAR,FLEX,1807,O,50.11,dormitorios
ALBAMAR,FLEX,1806,M,66.82,dormitorios
ALBAMAR,FLEX,1805,K,60.21,dormitorios
ALBAMAR,FLEX,1804,I,59.55,dormitorios
ALBAMAR,FLEX,1803,G,60.11,dormitorios
ALBAMAR,FLEX,1802,C,65.61,dormitorios
ALBAMAR,FLEX,1711,T,63.98,dormitorios
ALBAMAR,FLEX,1710,S,66.57,dormitorios
ALBAMAR,FLEX,1708,Q,54.02,dormitorios
ALBAMAR,FLEX,1707,O,50.11,dormitorios
ALBAMAR,FLEX,1706,M,66.82,dormitorios
ALBAMAR,FLEX,1705,K,60.21,dormitorios
ALBAMAR,FLEX,1704,I,59.55,dormitorios
ALBAMAR,FLEX,1703,G,60.11,dormitorios
ALBAMAR,FLEX,1702,C,65.61,dormitorios
ALBAMAR,FLEX,1611,T,63.98,dormitorios
ALBAMAR,FLEX,1607,O,50.11,dormitorios
ALBAMAR,FLEX,1606,M,66.82,dormitorios
ALBAMAR,FLEX,1605,K,60.21,dormitorios
ALBAMAR,FLEX,1603,G,60.11,dormitorios
ALBAMAR,FLEX,1602,C,65.61,dormitorios
ALBAMAR,FLEX,1601,A,55.09,dormitorios
ALBAMAR,FLEX,1511,T,63.98,dormitorios
ALBAMAR,FLEX,1510,S,66.57,dormitorios
ALBAMAR,FLEX,1508,Q,54.02,dormitorios
ALBAMAR,FLEX,1507,O,50.11,dormitorios
ALBAMAR,FLEX,1506,M,66.82,dormitorios
ALBAMAR,FLEX,1505,K,60.21,dormitorios
ALBAMAR,FLEX,1504,I,59.55,dormitorios
ALBAMAR,FLEX,1503,G,60.11,dormitorios
ALBAMAR,FLEX,1502,C,65.61,dormitorios
ALBAMAR,FLEX,1501,A,55.09,dormitorios
ALBAMAR,FLEX,1411,T,63.98,dormitorios
ALBAMAR,FLEX,1410,S,66.57,dormitorios
ALBAMAR,FLEX,1408,Q,54.02,dormitorios
ALBAMAR,FLEX,1407,O,50.11,dormitorios
ALBAMAR,FLEX,1406,M,66.82,dormitorios
ALBAMAR,FLEX,1405,K,60.21,dormitorios
ALBAMAR,FLEX,1403,G,60.11,dormitorios
ALBAMAR,FLEX,1402,C,65.61,dormitorios
ALBAMAR,FLEX,1401,A,55.09,dormitorios
ALBAMAR,FLEX,1311,T,63.98,dormitorios
ALBAMAR,FLEX,1310,S,66.57,dormitorios
ALBAMAR,FLEX,1308,Q,54.02,dormitorios
ALBAMAR,FLEX,1307,O,50.11,dormitorios
ALBAMAR,FLEX,1305,K,60.21,dormitorios
ALBAMAR,FLEX,1304,I,59.55,dormitorios
URBANA,S14,1902,,66.2,vista
ALBAMAR,FLEX,1303,G,60.11,dormitorios
ALBAMAR,FLEX,1302,C,65.61,dormitorios
ALBAMAR,FLEX,1301,A,55.09,dormitorios
ALBAMAR,FLEX,1211,T,63.98,dormitorios
ALBAMAR,FLEX,1210,S,66.57,dormitorios
ALBAMAR,FLEX,1208,Q,54.02,dormitorios
ALBAMAR,FLEX,1207,O,50.11,dormitorios
ALBAMAR,FLEX,1206,M,66.82,dormitorios
ALBAMAR,FLEX,1205,K,60.21,dormitorios
ALBAMAR,FLEX,1203,G,60.11,dormitorios
ALBAMAR,FLEX,1202,C,65.61,dormitorios
ALBAMAR,FLEX,1201,A,55.09,dormitorios
ALBAMAR,FLEX,1111,T,63.98,dormitorios
ALBAMAR,FLEX,1110,S,66.57,dormitorios
ALBAMAR,FLEX,1107,O,50.11,dormitorios
ALBAMAR,FLEX,1105,K,60.21,dormitorios
ALBAMAR,FLEX,1104,I,59.55,dormitorios
ALBAMAR,FLEX,1103,G,60.11,dormitorios
ALBAMAR,FLEX,1102,C,65.61,dormitorios
ALBAMAR,FLEX,1101,A,55.09,dormitorios
ALBAMAR,FLEX,1011,T,63.98,dormitorios
ALBAMAR,FLEX,1010,S,66.57,dormitorios
ALBAMAR,FLEX,1005,K,60.21,dormitorios
ALBAMAR,FLEX,1003,G,60.11,dormitorios
ALBAMAR,FLEX,1001,A,55.09,dormitorios
ALBAMAR,FLEX,911,T,63.98,dormitorios
ALBAMAR,FLEX,910,S,66.57,dormitorios
ALBAMAR,FLEX,908,Q,54.02,dormitorios
ALBAMAR,FLEX,907,O,50.11,dormitorios
ALBAMAR,FLEX,906,M,66.82,dormitorios
ALBAMAR,FLEX,905,K,60.21,dormitorios
ALBAMAR,FLEX,904,I,59.55,dormitorios
ALBAMAR,FLEX,903,G,60.11,dormitorios
ALBAMAR,FLEX,902,C,65.61,dormitorios
ALBAMAR,FLEX,901,A,55.09,dormitorios
ALBAMAR,FLEX,811,T,63.98,dormitorios
ALBAMAR,FLEX,810,S,66.57,dormitorios
ALBAMAR,FLEX,808,Q,54.02,dormitorios
ALBAMAR,FLEX,807,O,50.11,dormitorios
ALBAMAR,FLEX,805,K,60.21,dormitorios
ALBAMAR,FLEX,804,I,59.55,dormitorios
ALBAMAR,FLEX,802,C,65.61,dormitorios
ALBAMAR,FLEX,801,A,55.09,dormitorios
ALBAMAR,FLEX,711,T,63.98,dormitorios
ALBAMAR,FLEX,708,Q,54.02,dormitorios
ALBAMAR,FLEX,706,M,66.82,dormitorios
ALBAMAR,FLEX,705,K,60.21,dormitorios
ALBAMAR,FLEX,704,I,59.55,dormitorios
ALBAMAR,FLEX,703,G,60.11,dormitorios
ALBAMAR,FLEX,702,C,65.61,dormitorios
ALBAMAR,FLEX,701,A,55.09,dormitorios
ALBAMAR,FLEX,611,T,63.98,dormitorios
ALBAMAR,FLEX,608,Q,54.02,dormitorios
ALBAMAR,FLEX,607,O,50.11,dormitorios
ALBAMAR,FLEX,606,M,66.82,dormitorios
ALBAMAR,FLEX,605,K,60.21,dormitorios
ALBAMAR,FLEX,603,G,60.11,dormitorios
ALBAMAR,FLEX,602,C,65.61,dormitorios
ALBAMAR,FLEX,511,T,63.98,dormitorios
ALBAMAR,FLEX,510,S,66.57,dormitorios
ALBAMAR,FLEX,508,Q,54.02,dormitorios
ALBAMAR,FLEX,507,O,50.11,dormitorios
ALBAMAR,FLEX,505,K,60.21,dormitorios
ALBAMAR,FLEX,504,I,59.55,dormitorios
ALBAMAR,FLEX,503,G,60.11,dormitorios
ALBAMAR,FLEX,502,C,65.61,dormitorios
ALBAMAR,FLEX,501,A,55.09,dormitorios
ALBAMAR,FLEX,411,T,63.98,dormitorios
ALBAMAR,FLEX,410,S,66.57,dormitorios
ALBAMAR,FLEX,408,Q,54.02,dormitorios
ALBAMAR,FLEX,407,O,50.11,dormitorios
ALBAMAR,FLEX,405,K,60.21,dormitorios
ALBAMAR,FLEX,404,I,59.55,dormitorios
ALBAMAR,FLEX,403,G,60.11,dormitorios
ALBAMAR,FLEX,402,C,65.61,dormitorios
ALBAMAR,FLEX,311,T,63.98,dormitorios
ALBAMAR,FLEX,310,S,66.57,dormitorios
ALBAMAR,FLEX,308,Q,54.02,dormitorios
ALBAMAR,FLEX,307,O,50.11,dormitorios
ALBAMAR,FLEX,305,K,60.21,dormitorios
ALBAMAR,FLEX,304,I,59.55,dormitorios
ALBAMAR,FLEX,303,G,60.11,dormitorios
ALBAMAR,FLEX,302,C,65.61,dormitorios
ALBAMAR,FLEX,211,T,64.4,dormitorios
ALBAMAR,FLEX,208,Q,54.02,dormitorios
ALBAMAR,FLEX,207,O,50.11,dormitorios
ALBAMAR,FLEX,205,K,60.21,dormitorios
ALBAMAR,FLEX,204,I,59.55,dormitorios
ALBAMAR,FLEX,203,G,60.11,dormitorios
ALBAMAR,FLEX,202,C,65.61,dormitorios
INVENT,ALTANOVA,2203,X03,56.77,dormitorios
INVENT,ALTANOVA,2202,X02,56.77,dormitorios
URBANA,S14,1702,,66.2,vista
INVENT,ALTANOVA,2103,X03,56.77,dormitorios
INVENT,ALTANOVA,2102,X02,56.77,dormitorios
INVENT,ALTANOVA,2003,X03,56.77,dormitorios
INVENT,ALTANOVA,2002,X02,56.77,dormitorios
INVENT,ALTANOVA,1903,X03,56.77,dormitorios
INVENT,ALTANOVA,1902,X02,56.77,dormitorios
INVENT,ALTANOVA,1803,X03,56.77,dormitorios
INVENT,ALTANOVA,1802,X02,56.77,dormitorios
URBANA,S14,1003,,66.33,vista
INVENT,ALTANOVA,1703,X03,56.77,dormitorios
INVENT,ALTANOVA,1603,X03,56.77,dormitorios
INVENT,ALTANOVA,1503,X03,56.77,dormitorios
INVENT,ALTANOVA,1403,X03,56.77,dormitorios
